Home Ownership;Annual Income;Years in current job;Tax Liens;Number of Open Accounts;Years of Credit History;Maximum Open Credit;Number of Credit Problems;Months since last delinquent;Bankruptcies;Purpose;Term;Current Loan Amount;Current Credit Balance;Monthly Debt;Credit Score;Credit Default
Home Mortgage;-0.20734605675401982;;-0.11095342154390785;12.0;45.6;319968.0;-0.3409788778582933;-1.7158075367726582;0.0;debt consolidation;Short Term;152394.0;81244.0;0.0932038157586564;-0.23144770500496747;1
Home Mortgage;-0.12795180804530623;7 years;-0.11095342154390785;9.0;14.1;553674.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;545446.0;299820.0;1.3398949098970743;-0.22727593933944762;0
Rent;-0.414368694515988;9 years;-0.11095342154390785;9.0;11.4;574552.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;517396.0;383553.0;0.5428108675995359;-0.27038418454981933;0
Rent;0.38366653847232435;6 years;-0.11095342154390785;11.0;18.5;1071378.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;464904.0;469129.0;0.5754287607674028;-0.25300182761015333;0
Home Mortgage;-0.32289707906821963;5 years;-0.11095342154390785;13.0;15.7;930314.0;-0.3409788778582933;-0.08348426679666114;0.0;wedding;Short Term;153714.0;487692.0;0.1804084658732619;-0.24813476766704684;0
Own Home;-0.20734605675401982;10+ years;-0.11095342154390785;12.0;16.1;1241350.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;259886.0;707560.0;1.1444391027652037;-0.23144770500496747;0
Home Mortgage;-0.20734605675401982;7 years;-0.11095342154390785;13.0;9.7;1183842.0;-0.3409788778582933;-2.1919018238489905;0.0;debt consolidation;Short Term;341726.0;223896.0;0.567462951381934;-0.23144770500496747;1
Home Mortgage;-0.20734605675401982;7 years;-0.11095342154390785;15.0;24.5;1126708.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;519024.0;871872.0;1.6781483315916113;-0.23144770500496747;0
Home Mortgage;0.06764629361215069;9 years;-0.11095342154390785;5.0;10.6;327822.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;199232.0;219127.0;-1.134620887729967;-0.22658064506186099;0
Home Mortgage;-0.18949364978631097;3 years;-0.11095342154390785;14.0;39.6;372152.0;1.6647792271904904;-0.08348426679666114;1.0;debt consolidation;Short Term;220726.0;186409.0;0.23164119781559261;-0.22658064506186099;0
Rent;-0.20734605675401982;10+ years;-0.11095342154390785;6.0;10.5;60808.0;1.6647792271904904;0.8006908377736706;0.0;other;Short Term;91146.0;21793.0;-0.7812743535155943;-0.23144770500496747;0
Home Mortgage;-0.20734605675401982;8 years;-0.11095342154390785;11.0;10.8;479204.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;311564.0;390260.0;-0.21855280840105826;-0.23144770500496747;1
Rent;-0.20734605675401982;2 years;-0.11095342154390785;7.0;15.7;580822.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;167684.0;147972.0;-0.6404891539555725;-0.23144770500496747;0
Home Mortgage;-0.25766423335498817;3 years;-0.11095342154390785;12.0;22.6;547514.0;1.6647792271904904;-0.08348426679666114;1.0;debt consolidation;Long Term;463518.0;326268.0;-0.199351015250823;-0.2543924161653266;0
Home Mortgage;0.23863770212142946;10+ years;-0.11095342154390785;6.0;20.3;146124.0;-0.3409788778582933;-0.015470797214327927;0.0;debt consolidation;Long Term;348722.0;101080.0;-0.6434239258344294;-0.2592594761084331;0
Rent;-0.9821806933454785;3 years;-0.11095342154390785;11.0;11.0;868230.0;-0.3409788778582933;1.8208928815086687;0.0;debt consolidation;Long Term;302434.0;449901.0;-0.7222435134380152;-0.24883006194463347;0
Own Home;-0.20734605675401982;10+ years;-0.11095342154390785;12.0;20.6;887150.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;434632.0;359328.0;0.5574008763687103;-0.23144770500496747;0
Rent;-1.1192249088584951;1 year;-0.11095342154390785;5.0;11.4;260744.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;133694.0;146148.0;-0.7969544204112012;-0.22240887939634113;0
Home Mortgage;0.17654346522811867;10+ years;-0.11095342154390785;12.0;21.0;264462.0;1.6647792271904904;-2.1919018238489905;1.0;debt consolidation;Short Term;216568.0;87476.0;-0.6773834290040595;-0.23979123633600716;0
Rent;-0.20734605675401982;< 1 year;-0.11095342154390785;20.0;13.9;2074204.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;390896.0;711170.0;0.12925958455604136;-0.23144770500496747;1
Home Mortgage;-0.36744021544053396;1 year;-0.11095342154390785;7.0;9.7;415228.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;247016.0;242421.0;-0.4673376131030145;-0.21962770228599457;0
Home Mortgage;-0.20734605675401982;2 years;-0.11095342154390785;18.0;14.2;2541088.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;470690.0;1768824.0;1.89834007313099;-0.23144770500496747;1
Home Mortgage;-0.20734605675401982;2 years;-0.11095342154390785;13.0;11.0;318384.0;1.6647792271904904;-0.08348426679666114;0.0;debt consolidation;Short Term;129712.0;110808.0;-0.42407069054615254;-0.23144770500496747;0
Home Mortgage;1.9662284320880106;< 1 year;-0.11095342154390785;20.0;17.8;1264340.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;561616.0;310099.0;1.216299088484643;-0.21962770228599457;0
Home Mortgage;-0.20734605675401982;7 years;-0.11095342154390785;6.0;14.0;280016.0;1.6647792271904904;-0.08348426679666114;1.0;debt consolidation;Short Term;109406.0;98914.0;-1.3028252417010233;-0.23144770500496747;0
Rent;-0.6068030784829649;7 years;-0.11095342154390785;16.0;14.6;561726.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;353232.0;326496.0;0.19516617589265667;4.092587407306352;1
Home Mortgage;0.8495616317013505;10+ years;-0.11095342154390785;6.0;24.5;930644.0;-0.3409788778582933;0.1885696115326717;0.0;debt consolidation;Short Term;442508.0;338371.0;-0.11918981764547411;-0.22379946795151442;0
Home Mortgage;-0.12925746931439325;10+ years;-0.11095342154390785;12.0;14.7;696872.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;508926.0;523602.0;0.3341066617002541;4.25250509115128;1
Home Mortgage;-0.07549937744679179;7 years;-0.11095342154390785;14.0;37.5;800008.0;-0.3409788778582933;2.909108394826;0.0;debt consolidation;Short Term;438328.0;411084.0;-0.11784820764371094;-0.22310417367392776;0
Rent;0.12989118372881767;10+ years;3.5711291518158657;7.0;32.1;345268.0;1.6647792271904904;0.2565830811150049;0.0;debt consolidation;Long Term;672408.0;175636.0;-0.9478016949844467;-0.25091594477739343;1
Own Home;-0.20734605675401982;;-0.11095342154390785;16.0;34.8;852258.0;1.6647792271904904;-0.08348426679666114;1.0;debt consolidation;Short Term;265848.0;305463.0;-0.7460570909693113;-0.23144770500496747;0
Own Home;-0.3021069342450651;9 years;-0.11095342154390785;14.0;25.9;1348446.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;449504.0;347035.0;0.6636396183833306;-0.2217135851187545;0
Home Mortgage;0.29199405206008106;10+ years;-0.11095342154390785;11.0;15.7;590832.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;200574.0;417411.0;-0.5816260151282139;-0.2773371273256858;0
Rent;-0.2523913705375214;5 years;-0.11095342154390785;13.0;12.5;429110.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;328350.0;311676.0;0.5171525763158155;-0.23492417639290067;1
Home Mortgage;-0.20734605675401982;5 years;-0.11095342154390785;13.0;23.4;214698.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;546876.0;141094.0;0.5306525269585572;-0.23144770500496747;1
Rent;-0.00853401966496411;2 years;-0.11095342154390785;10.0;13.6;305580.0;-0.3409788778582933;-0.08348426679666114;0.0;take a trip;Long Term;99999999.0;52250.0;-0.5966352770229392;-0.26343124177395294;0
Rent;-0.20734605675401982;< 1 year;-0.11095342154390785;10.0;11.1;1037938.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;417450.0;493924.0;0.5651989845039587;-0.23144770500496747;0
Rent;-1.1086038566118837;< 1 year;-0.11095342154390785;5.0;10.0;184008.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;99999999.0;106001.0;-1.240691928494367;-0.23353358783772737;0
Home Mortgage;0.15889192922488476;5 years;-0.11095342154390785;11.0;15.3;975128.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;446336.0;397499.0;-0.14182948642522747;-0.2307524107273808;0
Rent;0.11218942998446502;10+ years;-0.11095342154390785;11.0;16.0;594506.0;-0.3409788778582933;-1.5797805976079917;0.0;other;Long Term;544280.0;414865.0;0.47447260813472486;-0.3009771327636315;0
Rent;-0.7802802651776208;4 years;-0.11095342154390785;7.0;11.8;188100.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;286616.0;151392.0;-0.37627583423333993;-0.22658064506186099;1
Home Mortgage;1.0766462570402517;1 year;-0.11095342154390785;8.0;18.8;299926.0;1.6647792271904904;-0.08348426679666114;1.0;debt consolidation;Short Term;99999999.0;152836.0;-0.7236689740648885;-0.2370100592256606;0
Home Mortgage;0.533139644912227;6 years;-0.11095342154390785;15.0;17.1;1145694.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;215930.0;300808.0;-0.8881839005310962;-0.22310417367392776;0
Own Home;-0.6789910813411406;7 years;-0.11095342154390785;14.0;21.8;679712.0;-0.3409788778582933;-0.49156508429066037;0.0;debt consolidation;Short Term;99999999.0;283537.0;0.02930963942468583;-0.2217135851187545;0
Home Mortgage;5.029962600000665;2 years;-0.11095342154390785;16.0;20.7;4860504.0;-0.3409788778582933;-1.1716997801139926;0.0;debt consolidation;Short Term;756228.0;2833451.0;2.1934104228937756;-0.22727593933944762;0
Home Mortgage;-0.01837669692423537;4 years;-0.11095342154390785;7.0;27.1;550902.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;364430.0;452485.0;1.5432326757893033;-0.24118182489118042;0
Rent;-0.5303716765002564;5 years;-0.11095342154390785;10.0;13.5;557348.0;-0.3409788778582933;-0.21951120596132756;0.0;debt consolidation;Short Term;334334.0;234897.0;-0.4962660787660327;-0.22936182217220755;1
Rent;-0.5189220315251858;< 1 year;-0.11095342154390785;21.0;9.3;367356.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;259160.0;273790.0;0.1456104564525299;4.3359404044616765;1
Rent;-0.2681346323782436;5 years;-0.11095342154390785;9.0;22.9;425744.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;336116.0;277970.0;-0.8721684311350485;-0.2404865306135938;0
Home Mortgage;-0.20734605675401982;6 years;-0.11095342154390785;12.0;14.8;1633742.0;-0.3409788778582933;0.39261002027967135;0.0;debt consolidation;Short Term;224488.0;421876.0;2.5826450246553128;-0.23144770500496747;0
Own Home;-0.4707130000512041;4 years;-0.11095342154390785;25.0;11.4;628694.0;-0.3409788778582933;-1.7158075367726582;0.0;debt consolidation;Short Term;224422.0;38000.0;0.2858925522618905;-0.23979123633600716;0
Home Mortgage;-0.6335691344992485;10+ years;-0.11095342154390785;7.0;28.3;335390.0;1.6647792271904904;-0.08348426679666114;1.0;debt consolidation;Short Term;255992.0;21717.0;-1.374349824920022;-0.22658064506186099;0
Rent;-0.20734605675401982;2 years;-0.11095342154390785;8.0;24.4;251130.0;3.6705373322392743;1.5488390031793358;2.0;debt consolidation;Long Term;266288.0;31445.0;-0.4923250993858534;-0.23144770500496747;0
Home Mortgage;0.29689028181915733;3 years;-0.11095342154390785;12.0;16.2;785158.0;-0.3409788778582933;0.6646638986090042;0.0;debt consolidation;Short Term;201718.0;563502.0;0.6628849627573389;-0.23770535350324723;0
Home Mortgage;-0.42127363391981354;< 1 year;-0.11095342154390785;12.0;11.9;464024.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;431640.0;310175.0;0.8695767536539759;4.182975663392615;1
Rent;0.48668823437740083;4 years;-0.11095342154390785;13.0;20.8;1709048.0;-0.3409788778582933;-1.1036863105316592;0.0;debt consolidation;Short Term;99999999.0;842802.0;1.9198058331592007;-0.22101829084116786;0
Home Mortgage;-0.20734605675401982;4 years;-0.11095342154390785;14.0;15.4;181214.0;1.6647792271904904;-0.08348426679666114;1.0;debt consolidation;Short Term;78826.0;88426.0;-0.9349725493425864;-0.23144770500496747;0
Home Mortgage;-0.17332353714607962;10+ years;-0.11095342154390785;14.0;25.3;541684.0;-0.3409788778582933;2.160960229420335;0.0;debt consolidation;Short Term;267608.0;373787.0;0.09974416451725181;-0.2307524107273808;0
Rent;-0.20734605675401982;4 years;-0.11095342154390785;9.0;10.0;786302.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;156552.0;133779.0;0.4718732387563087;-0.23144770500496747;0
Home Mortgage;-0.09581245372931844;2 years;-0.11095342154390785;12.0;22.5;559438.0;-0.3409788778582933;-0.015470797214327927;0.0;debt consolidation;Short Term;290114.0;192774.0;0.49526756316205384;-0.2217135851187545;0
Home Mortgage;-0.20734605675401982;10+ years;-0.11095342154390785;12.0;9.8;821458.0;-0.3409788778582933;-2.055874884684324;0.0;debt consolidation;Long Term;240306.0;343368.0;0.4531745493567347;-0.23144770500496747;0
Rent;-0.428178573323639;2 years;-0.11095342154390785;6.0;31.2;682110.0;-0.3409788778582933;-0.015470797214327927;0.0;debt consolidation;Short Term;128810.0;484253.0;-0.42323218429505055;4.280316862254745;1
Home Mortgage;0.10927680099957862;10+ years;-0.11095342154390785;12.0;25.7;1156034.0;-0.3409788778582933;-0.08348426679666114;0.0;other;Short Term;75086.0;770754.0;-0.006829979997809332;-0.22101829084116786;0
Home Mortgage;-0.40377275113993577;< 1 year;-0.11095342154390785;19.0;15.5;203588.0;-0.3409788778582933;-0.8316324322023264;0.0;debt consolidation;Short Term;99999999.0;47481.0;-0.898665228669871;-0.22658064506186099;0
Home Mortgage;0.6992599325329888;2 years;-0.11095342154390785;16.0;17.1;917774.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;774774.0;199747.0;0.9004337836945286;-0.22310417367392776;1
Home Mortgage;-0.522437273403497;< 1 year;-0.11095342154390785;6.0;9.0;256410.0;-0.3409788778582933;0.4606234898620045;0.0;debt consolidation;Long Term;429638.0;175826.0;-0.8338486954596882;-0.2460488848342869;0
Home Mortgage;0.8074540557732945;1 year;-0.11095342154390785;14.0;24.9;777524.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;627770.0;402895.0;1.6573533765642823;-0.2474394733894602;0
Rent;3.436955416232283;3 years;-0.11095342154390785;8.0;13.0;349492.0;-0.3409788778582933;-1.035672840949326;0.0;debt consolidation;Short Term;470272.0;280098.0;-0.018569067513236993;-0.22379946795151442;0
Home Mortgage;-0.8239445910803573;10+ years;-0.11095342154390785;9.0;22.5;355718.0;1.6647792271904904;1.6848659423440022;1.0;debt consolidation;Short Term;219626.0;191710.0;-0.22140372965480498;-0.22310417367392776;0
Rent;0.6160742443698111;4 years;-0.11095342154390785;6.0;9.8;181192.0;-0.3409788778582933;3.181162273155333;0.0;other;Short Term;148478.0;97793.0;-0.8922087305363857;4.155163892289149;1
Own Home;-0.21728916949552854;1 year;-0.11095342154390785;8.0;12.5;571098.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;537658.0;407892.0;-0.22970494154071452;-0.22588535078427432;0
Home Mortgage;-0.08516629261214749;8 years;-0.11095342154390785;8.0;11.5;254210.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;271568.0;148846.0;-0.6573431296027222;-0.22310417367392776;0
Rent;-0.1392256909264613;10+ years;-0.11095342154390785;12.0;19.3;1382282.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;543290.0;790286.0;1.098321258954595;-0.2286665278946209;1
Home Mortgage;-0.20734605675401982;;-0.11095342154390785;7.0;17.5;312818.0;-0.3409788778582933;-0.49156508429066037;0.0;debt consolidation;Short Term;368016.0;195871.0;-0.3735087636047034;-0.23144770500496747;0
Home Mortgage;-0.016794838078995344;5 years;-0.11095342154390785;11.0;11.4;730730.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;587004.0;321214.0;0.3078614160407622;-0.2370100592256606;0
Home Mortgage;0.0238062056154986;10+ years;-0.11095342154390785;19.0;32.6;811646.0;-0.3409788778582933;-1.8518344759373246;0.0;other;Short Term;177760.0;188556.0;0.05060769820267602;-0.2578688875532598;1
Home Mortgage;-0.20734605675401982;6 years;-0.11095342154390785;6.0;10.8;400180.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;602316.0;284791.0;0.6919811296705775;-0.23144770500496747;0
Home Mortgage;-1.344702566481597;;-0.11095342154390785;4.0;13.2;276034.0;-0.3409788778582933;1.0047312465206701;0.0;debt consolidation;Short Term;140162.0;163058.0;-1.0583168188796872;-0.2404865306135938;0
Rent;-1.0579090469525247;1 year;-0.11095342154390785;8.0;18.8;546766.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;218636.0;339530.0;-0.8573268704905436;4.05782269342702;1
Home Mortgage;-0.7102014074464319;2 years;-0.11095342154390785;23.0;22.4;1794518.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;99999999.0;158080.0;-0.5007101618968731;-0.21823711373082127;0
Rent;-0.8253255789611225;3 years;-0.11095342154390785;13.0;25.0;1432090.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;99999999.0;259730.0;-0.3213536747861605;-0.21754181945323464;0
Own Home;-0.6528025293477224;8 years;-0.11095342154390785;12.0;20.8;684090.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;428120.0;241642.0;-0.3739280167302544;-0.22310417367392776;0
Rent;-0.20734605675401982;2 years;-0.11095342154390785;14.0;12.9;745954.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;351186.0;417449.0;1.094967233950187;-0.23144770500496747;0
Home Mortgage;-0.20734605675401982;10+ years;-0.11095342154390785;6.0;16.2;358204.0;-0.3409788778582933;-1.3757401888609921;0.0;debt consolidation;Short Term;315458.0;198911.0;-0.778591133512068;-0.23144770500496747;0
Home Mortgage;-0.42373430323463135;10+ years;-0.11095342154390785;9.0;28.0;335016.0;-0.3409788778582933;1.4128120640146695;0.0;debt consolidation;Short Term;324104.0;252016.0;0.46499748749727254;-0.22379946795151442;0
Home Mortgage;-0.7295101289065838;10+ years;-0.11095342154390785;19.0;16.7;1116808.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;106128.0;117667.0;-0.2929283128738035;-0.21823711373082127;0
Home Mortgage;0.4778499119405042;3 years;-0.11095342154390785;11.0;25.7;677160.0;-0.3409788778582933;-0.9676593713669929;0.0;debt consolidation;Long Term;521048.0;480130.0;1.9179611194067765;-0.24674417911187357;0
Home Mortgage;-0.20734605675401982;10+ years;-0.11095342154390785;12.0;44.7;1632422.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;265826.0;1213872.0;3.0348514458746085;-0.23144770500496747;0
Rent;0.48241972638230873;9 years;-0.11095342154390785;20.0;46.4;1128468.0;1.6647792271904904;-0.08348426679666114;1.0;debt consolidation;Short Term;479512.0;534071.0;-0.2128509658935648;-0.23909594205842052;0
Own Home;-0.4653145928809405;9 years;-0.11095342154390785;8.0;18.4;223322.0;1.6647792271904904;3.0451353339906664;1.0;debt consolidation;Short Term;247896.0;163951.0;-1.0032269581822872;-0.22658064506186099;0
Rent;-0.6761537789679323;< 1 year;-0.11095342154390785;9.0;9.9;473902.0;-0.3409788778582933;-0.08348426679666114;0.0;other;Short Term;99999999.0;83486.0;-0.757376925359188;-0.22658064506186099;0
Rent;0.9720175934193758;< 1 year;-0.11095342154390785;11.0;12.5;421784.0;-0.3409788778582933;-0.49156508429066037;0.0;debt consolidation;Short Term;419804.0;246981.0;-0.03810626316391303;-0.22379946795151442;0
Home Mortgage;-0.20734605675401982;10+ years;-0.11095342154390785;20.0;16.5;1141998.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;276100.0;755478.0;0.8111328679521682;-0.23144770500496747;1
Rent;0.40485842522442883;1 year;3.5711291518158657;16.0;23.3;633072.0;3.6705373322392743;1.0047312465206701;1.0;debt consolidation;Short Term;333410.0;246582.0;0.34551034671524095;-0.22658064506186099;0
Home Mortgage;-0.09857442949084864;10+ years;-0.11095342154390785;14.0;33.0;903188.0;-0.3409788778582933;-0.21951120596132756;0.0;debt consolidation;Short Term;334202.0;140410.0;-0.9274259930826687;-0.22379946795151442;0
Own Home;0.34743443825516;5 years;-0.11095342154390785;7.0;18.0;311454.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;259622.0;158156.0;0.22879027656184592;-0.2370100592256606;1
Own Home;-0.7223289919266054;8 years;-0.11095342154390785;4.0;14.7;205018.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;135256.0;97204.0;-0.41476327115892064;-0.2203229965635812;1
Own Home;-0.755070959136018;2 years;-0.11095342154390785;11.0;18.9;338668.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;99999999.0;272593.0;-0.3134717160258019;-0.22797123361703425;0
Rent;0.3709112322281667;10+ years;-0.11095342154390785;6.0;22.0;1089880.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;765688.0;843372.0;1.2921839042093717;-0.2370100592256606;1
Home Mortgage;0.6337006715024855;4 years;-0.11095342154390785;12.0;31.8;586256.0;-0.3409788778582933;-0.08348426679666114;0.0;home improvements;Short Term;99999999.0;360506.0;-0.12321464765076359;-0.22797123361703425;0
Home Mortgage;-0.6214917677601937;5 years;-0.11095342154390785;19.0;10.8;312312.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;308000.0;127851.0;0.47765893188891234;-0.2370100592256606;1
Rent;-0.49757949154972514;;-0.11095342154390785;7.0;13.5;123090.0;-0.3409788778582933;-0.21951120596132756;0.0;debt consolidation;Long Term;237292.0;64638.0;0.04876298445025167;-0.25856418183084645;0
Home Mortgage;0.2984972495349567;1 year;-0.11095342154390785;16.0;21.6;399696.0;-0.3409788778582933;-0.015470797214327927;0.0;debt consolidation;Long Term;471482.0;314811.0;0.36110656298573773;-0.2557830047204999;0
Home Mortgage;-0.5948763649672663;7 years;-0.11095342154390785;5.0;21.5;138270.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;321068.0;15523.0;-0.3004748691337213;-0.21893240800840794;0
Home Mortgage;1.0163849676977745;10+ years;-0.11095342154390785;10.0;18.3;667546.0;-0.3409788778582933;-1.7838210063549913;0.0;debt consolidation;Short Term;99999999.0;397214.0;0.7765864104067668;-0.2217135851187545;0
Rent;-0.7747814225251198;2 years;-0.11095342154390785;20.0;18.3;2177758.0;-0.3409788778582933;-2.259915293431324;;debt consolidation;Short Term;456808.0;607487.0;-0.7249267334415416;-0.2307524107273808;1
Home Mortgage;1.0911842930941242;10+ years;-0.11095342154390785;13.0;17.5;413204.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;177892.0;136325.0;0.733822591600566;-0.22240887939634113;1
Home Mortgage;-0.20734605675401982;10+ years;-0.11095342154390785;7.0;22.1;161172.0;-0.3409788778582933;-1.6477940671903248;0.0;home improvements;Short Term;91520.0;124716.0;-0.7532682447287883;-0.23144770500496747;1
Home Mortgage;3.1493584128453107;10+ years;-0.11095342154390785;20.0;41.2;3450832.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;429396.0;342741.0;0.9156945974645846;-0.21754181945323464;0
Home Mortgage;0.2704757499907049;1 year;-0.11095342154390785;14.0;19.0;850674.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;432080.0;543666.0;0.30308193040948095;-0.2251900565066877;0
Home Mortgage;-0.3394689336374009;10+ years;-0.11095342154390785;7.0;11.8;615714.0;-0.3409788778582933;1.0727447161030035;0.0;debt consolidation;Short Term;224928.0;186124.0;-1.23775715661551;-0.2217135851187545;0
Home Mortgage;-0.24817308028354804;5 years;-0.11095342154390785;17.0;12.9;92136.0;-0.3409788778582933;-1.3077267192786588;0.0;medical bills;Short Term;99999999.0;41610.0;0.5149724600629503;-0.25161123905498006;0
Rent;-0.253596596324371;10+ years;-0.11095342154390785;15.0;24.9;609928.0;-0.3409788778582933;-1.3757401888609921;0.0;debt consolidation;Long Term;218724.0;240730.0;0.07198960760577641;-0.26690771316188616;1
Home Mortgage;-0.15750494869367937;7 years;-0.11095342154390785;14.0;36.5;582582.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;352902.0;287793.0;0.36051960860996635;3.654552012426768;1
Rent;0.163235763831655;6 years;-0.11095342154390785;14.0;16.0;382712.0;-0.3409788778582933;-1.1036863105316592;0.0;debt consolidation;Short Term;217866.0;218804.0;0.2663553566112144;4.1203991784098175;1
Own Home;-0.4139418437164788;10+ years;-0.11095342154390785;17.0;19.8;460218.0;1.6647792271904904;-0.08348426679666114;1.0;home improvements;Short Term;151910.0;86241.0;0.232228152191364;-0.23770535350324723;1
Home Mortgage;-0.20734605675401982;9 years;-0.11095342154390785;7.0;9.1;146256.0;-0.3409788778582933;0.2565830811150049;0.0;debt consolidation;Short Term;214962.0;27664.0;-0.21771430214995627;-0.23144770500496747;0
Own Home;-0.41205867842452637;4 years;-0.11095342154390785;13.0;24.2;848584.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;420508.0;260167.0;0.5321618382105407;-0.31488301831536436;0
Home Mortgage;-0.27875568462485517;8 years;-0.11095342154390785;9.0;8.4;705408.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;572044.0;568385.0;0.5433139713501971;3.96048149456489;1
Home Mortgage;1.293913313990441;1 year;-0.11095342154390785;11.0;20.1;1286186.0;-0.3409788778582933;2.841094925243667;0.0;debt consolidation;Long Term;444708.0;299915.0;0.8796388286671997;-0.2251900565066877;1
Rent;-0.7617750275753685;6 years;-0.11095342154390785;11.0;18.6;496584.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;231044.0;171114.0;-0.45777864184045197;-0.23422888211531404;0
Own Home;-0.8789079087348084;1 year;-0.11095342154390785;10.0;28.1;705694.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;91190.0;25593.0;-1.1213724889625558;-0.21962770228599457;0
Home Mortgage;-0.20734605675401982;;-0.11095342154390785;10.0;13.0;266442.0;1.6647792271904904;-1.4437536584433253;1.0;debt consolidation;Short Term;66044.0;96653.0;-1.2027075953194475;-0.23144770500496747;0
Rent;0.3980288124322814;2 years;-0.11095342154390785;20.0;21.7;691878.0;-0.3409788778582933;-1.6477940671903248;0.0;debt consolidation;Short Term;155100.0;308313.0;1.2714727998071529;-0.22240887939634113;0
Home Mortgage;1.045887890605029;10+ years;-0.11095342154390785;6.0;24.6;146652.0;-0.3409788778582933;-0.28752467554366073;0.0;debt consolidation;Short Term;328262.0;87647.0;-1.35229711051604;-0.22310417367392776;0
Rent;-0.2388325804354641;6 years;-0.11095342154390785;29.0;16.6;852918.0;-0.3409788778582933;-2.1919018238489905;0.0;debt consolidation;Short Term;552200.0;449331.0;1.1115696577220062;-0.23422888211531404;1
